"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"819","8816.rds","","-1",8816,"A Muslim woman at thePalestine rally in which protesters chanted for the one solution says Hamas are heroes defending people. Hamas is an antisemitic Islamist terror group. The rally was promoted with a flyer featuring a Hamas paraglider.",1,13,11039
"820","8828.rds","","1",8828,"NBC NEWS EXCLUSIVE 'Top secret' Hamas documents show that terrorists intentionally targeted elementary schools and a youth center. Story and reporting from",1,13,5395
"821","8841.rds","content_filter",NA,8841,"Kill as many people as possible Hamas created detailed plans to target elementary schools and a youth center in an Israeli kibbutz according to top secret documents recovered by Israeli responders and shared with .",1,13,2828
"822","8874.rds","","-1",8874,"Bernie Sanders whose family was killed in the Holocaust urges restraint and says Let us not forget that half of the two million people in Gaza are children. Children and innocent people do not deserve to be punished for the actions of Hamas.",1,13,2623
"823","8903.rds","content_filter",NA,8903,"This puts the lie to Hamas propaganda and some analysts. Documents were found on the bodies of Hamas terrorists by Israeli first responders.They include detailed maps and show that Hamas intended to kill or take hostage civilians and school children",1,13,903
"824","8916.rds","","-1",8916,"The Frankfurt Book Fair canceled a symposium by Palestinian Adnia Shalabi winner of the International Booker Prize for her book A Secondary Detail. Palestinian voices are being silenced not just ignored. Gazaunderattack Gaza GazaGenocide Hamas Israel IDF",1,13,430
"825","8928.rds","","1",8928,"HORRIFYING UCLA students protest in support of Hamas uprising against Israel",1,13,459
"826","8947.rds","","-1",8947,"In the Islamic Resistance Movement Hamas we highly value President Vladimir Putin's rejection of continuous Israeli aggression against our people the Gaza blockade the obstruction of humanitarian aid and the targeting of civilians. Hamas Press Release",1,13,655
"827","8969.rds","","1",8969,"Hamas just murdered 1200 people to include 27 Americans. No one should be protesting in support of these terrorists.",1,13,394
"828","9019.rds","","-1",9019,"AmericanIsraeli YouTuber Ethan Klein breaks down in tears as he talks about some of the videos hes seen out of Gaza.",1,13,110206
"829","9063.rds","","-1",9063,"We might be witnessing the greatest war crime of our lifetimes and the American government has given it its full support despite pleas from the UN. This is unconscionable and unforgivable. Holding the children of Gaza in my broken heart.",1,13,39503
"830","9086.rds","","-1",9086,"The Biden Administration is failing in its duty to protect all civilian and American lives in Gaza. Read my full statement",1,13,28255
"831","9090.rds","","-1",9090,"well damn.. people in Gaza are struggling to eat but here you giving free foods for IDF soldiers  citizens of a country with already abundant food",1,13,10223
"832","9097.rds","","-1",9097,"Putin The Israeli siege of the Gaza Strip is unacceptable and is like the Nazi siege of Leningrad",1,13,20655
"833","9104.rds","","-1",9104,"Gaza health ministry told me it was impossible to evacuate the wounded to south. There are no extra beds in any hospitals anywhere for people to move to. Most of the wounded are unstablethey'll die en route. All hospitals in Gaza even after they've been expanded are full",1,13,11379
"834","9112.rds","","-1",9112,"With hospitals overwhelmed Palestinians in Gaza use icecream freezers to keep dead bodies.",1,13,7174
"835","9168.rds","","-1",9168,"thread of donation links to support aid to palestine",1,13,13923
"836","9201.rds","","-1",9201,"Are you trying to make a joke out of the dead children of Palestine?",1,13,19459
"837","9213.rds","","-1",9213,"westerners dont understand this. neighboring Arabs are not in solidarity with Palestine. Its the same struggle. do you think a democratically elected Egyptian president would ever be allowed with the USs imperialist outpost on the border? a free Palestine is a free egypt",1,13,12938
"838","9294.rds","","1",9294,"An instructor atwas suspended for allegedly asking Jewish and Israeli students to stand in a corner during class instruction following the Hamas atrocities. The targeting of the students was supposed to demonstrate Palestine solidarity. Read",1,13,2682
"839","9320.rds","","-1",9320,"I need folks to fundamentally understand that supporting Palestine and their liberation is supporting their right to live. To live.",1,13,2764
"840","9333.rds","","0",9333,"France said This ?? Isarael IsraelPalestineWar HamasTerrorist HamasWarCrimes HamasMassacre palastine Palestine Follow the page for more news .",1,13,4243
"841","9368.rds","","-1",9368,"Very proud of how Scotland's First Minister has stood up for Palestinian civilians comforted Israeli victims of Hamas as well as Scotland's Jewish community and how he has led the calls for humanitarian corridors in Palestine. Racists in Scotland don't deserve Humza Yousaf.",1,13,4324
"842","9383.rds","content_filter",NA,9383,"Who is in on the wrong side of history?All who support Genocide in Palestine.",1,13,1031
"843","9414.rds","","1",9414,"BIG BREAKING Israel Govt bans all the activities of Al Jazeera in Israel and orders closing of all of its offices Al Watan Tower which was hub of Al Jazeera other Pro Palestine Media in Gaza has been demolished by Israel",1,13,1926
"844","9436.rds","","-1",9436,"Israel has committed at least 10 war crimes in just 6 days of bombarding Gaza. Here is a list of them.",1,14,118422
"845","9450.rds","","-1",9450,"Evacuation orders by Israel to hospitals in northern Gaza are a death sentence for the sick and injured As the 's agency responsible for public health the World Health Organization WHO strongly condemns Israel's repeated orders for the evacuation of 22 hospitals treating",1,14,47224
"846","9459.rds","content_filter",NA,9459,"If Israel deserves a minute of silence then Palestine deserves the world to never speak again.",1,14,50054
"847","9467.rds","","1",9467,"This was for Our brothers and sisters in Israel. Stay strong Jai hind",1,14,58953
"848","9503.rds","content_filter",NA,9503,"This is Gaza's saddest moment. Journalist Mutaz Azaiza shows the terrible damage in Gaza after a week of constant attacks by Israel from the air land and sea. The scale of destruction can only be described with tears. TaufanAlAqsa Gazagenocide",1,14,12822
"849","9517.rds","","0",9517,"Women and young children were killed when a strike hit their vehicles as they headed away from northern Gaza BBC Verify has confirmed Here is a roundup of the latest developments in Israel and Gaza",1,14,16082
"850","9518.rds","","-1",9518,"Marc Lamont Hill gets an exIsraeli official to admit Israel is starving Gaza's civilians in revenge for Hamas' attacka clear war crime. This is what proper journalism looks like interrogating power and holding it to account. You'll never see anything like it on the BBC",1,14,16975
"851","9553.rds","","-1",9553,"Clare Daly  myself were suspended from Parliamentary Foreign Missions because we went to Venezuela to witness an Election  What happens to you if you go to Israel to support a Genocide of the Palestinians in Gaza by the Apartheid State of Israel...?",1,14,13106
"852","9598.rds","","-1",9598,"Thousands are gathering for a proPalestinian march in central London. spoke to one of the protesters who says the root of this violence is the occupation. IsraelHamas war latest",1,14,9692
"853","9618.rds","","1",9618,"The fact that Joe Biden wont give Cory Mills the Presidential Medal of Honor for his work in Israel just shows that hes a pathetic partisan hack. He cares nothing of unity. Cory has freed 100 Americans from Israel while Joe stays home and tries to not let the poop fall out of",1,14,13132
"854","9629.rds","content_filter",NA,9629,"I used to think genocidal massacres are bad but then some really smart Israel apologists explained to me that this genocidal massacre is completely different because this genocidal massacre's perpetrators believe they are doing the right thing for a good reason.",1,14,9935
"855","9637.rds","","-1",9637,"Israel could have just handed them a sheet of paper that says CRIMES in comic sans and NBC reporters would have been like my God...",1,14,23116
